onset	duration	begsample	endsample	offset	type
29.355	0.105	5872	5892	0	stimulation
29.735	0.105	5948	5968	0	stimulation
30.115	0.105	6024	6044	0	stimulation
30.495	0.105	6100	6120	0	stimulation
60.805	0.105	12162	12182	0	stimulation
61.185	0.105	12238	12258	0	stimulation
61.565	0.105	12314	12334	0	stimulation
61.945	0.105	12390	12410	0	stimulation
75.615	0.105	15124	15144	0	stimulation
88.96	0.105	17793	17813	0	stimulation
89.34	0.105	17869	17889	0	stimulation
89.565	0.105	17914	17934	0	stimulation
89.94	0.105	17989	18009	0	stimulation
