onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
58.06	0.105	11613	11633	0	stimulation
59.065	0.105	11814	11834	0	stimulation
60.07	0.105	12015	12035	0	stimulation
61.075	0.105	12216	12236	0	stimulation
62.08	0.105	12417	12437	0	stimulation
71.73	0.105	14347	14367	0	stimulation
72.735	0.105	14548	14568	0	stimulation
73.74	0.105	14749	14769	0	stimulation
74.745	0.105	14950	14970	0	stimulation
75.75	0.105	15151	15171	0	stimulation
96.605	0.105	19322	19342	0	stimulation
97.61	0.105	19523	19543	0	stimulation
98.3	0.105	19661	19681	0	stimulation
99.3	0.105	19861	19881	0	stimulation
99.995	0.105	20000	20020	0	stimulation
