onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
52.94	0.105	10589	10609	0	stimulation
53.945	0.105	10790	10810	0	stimulation
54.95	0.105	10991	11011	0	stimulation
55.645	0.105	11130	11150	0	stimulation
56.64	0.105	11329	11349	0	stimulation
89.655	0.105	17932	17952	0	stimulation
90.66	0.105	18133	18153	0	stimulation
91.35	0.105	18271	18291	0	stimulation
92.35	0.105	18471	18491	0	stimulation
93.045	0.105	18610	18630	0	stimulation
