onset	duration	begsample	endsample	offset	type
0.805	0.105	162	182	0	stimulation
1.185	0.105	238	258	0	stimulation
1.41	0.105	283	303	0	stimulation
1.785	0.105	358	378	0	stimulation
27.935	0.105	5588	5608	0	stimulation
28.315	0.105	5664	5684	0	stimulation
28.54	0.105	5709	5729	0	stimulation
28.915	0.105	5784	5804	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.23	0.105	12447	12467	0	stimulation
62.605	0.105	12522	12542	0	stimulation
91.315	0.105	18264	18284	0	stimulation
91.695	0.105	18340	18360	0	stimulation
91.92	0.105	18385	18405	0	stimulation
92.295	0.105	18460	18480	0	stimulation
