onset	duration	begsample	endsample	offset	type
59.985	0.105	11998	12018	0	stimulation
60.635	0.105	12128	12148	0	stimulation
60.97	0.105	12195	12215	0	stimulation
61.615	0.105	12324	12344	0	stimulation
61.955	0.105	12392	12412	0	stimulation
62.595	0.105	12520	12540	0	stimulation
81.175	0.105	16236	16256	0	stimulation
81.825	0.105	16366	16386	0	stimulation
82.475	0.105	16496	16516	0	stimulation
83.125	0.105	16626	16646	0	stimulation
83.47	0.105	16695	16715	0	stimulation
84.105	0.105	16822	16842	0	stimulation
