onset	duration	begsample	endsample	offset	type
28.86	0.105	5773	5793	0	stimulation
29.51	0.105	5903	5923	0	stimulation
30.16	0.105	6033	6053	0	stimulation
30.81	0.105	6163	6183	0	stimulation
31.46	0.105	6293	6313	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.21	0.105	12443	12463	0	stimulation
62.86	0.105	12573	12593	0	stimulation
63.51	0.105	12703	12723	0	stimulation
64.82	0.105	12965	12985	0	stimulation
65.4699	0.105	13094.98	13114.98	0	stimulation
66.12	0.105	13225	13245	0	stimulation
66.77	0.105	13355	13375	0	stimulation
85.985	0.105	17198	17218	0	stimulation
86.635	0.105	17328	17348	0	stimulation
87.27	0.105	17455	17475	0	stimulation
87.62	0.105	17525	17545	0	stimulation
88.25	0.105	17651	17671	0	stimulation
