onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.995	0.105	6400	6420	0	stimulation
33	0.105	6601	6621	0	stimulation
34.005	0.105	6802	6822	0	stimulation
51.98	0.105	10397	10417	0	stimulation
52.985	0.105	10598	10618	0	stimulation
53.675	0.105	10736	10756	0	stimulation
54.675	0.105	10936	10956	0	stimulation
55.37	0.105	11075	11095	0	stimulation
73.655	0.105	14732	14752	0	stimulation
74.66	0.105	14933	14953	0	stimulation
75.35	0.105	15071	15091	0	stimulation
76.35	0.105	15271	15291	0	stimulation
77.045	0.105	15410	15430	0	stimulation
