onset	duration	begsample	endsample	offset	type
13.125	0.105	2626	2646	0	stimulation
13.505	0.105	2702	2722	0	stimulation
13.885	0.105	2778	2798	0	stimulation
14.265	0.105	2854	2874	0	stimulation
39.935	0.105	7988	8008	0	stimulation
40.315	0.105	8064	8084	0	stimulation
40.54	0.105	8109	8129	0	stimulation
40.915	0.105	8184	8204	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.23	0.105	12447	12467	0	stimulation
62.605	0.105	12522	12542	0	stimulation
86.675	0.105	17336	17356	0	stimulation
87.055	0.105	17412	17432	0	stimulation
87.28	0.105	17457	17477	0	stimulation
87.66	0.105	17533	17553	0	stimulation
