onset	duration	begsample	endsample	offset	type
25.405	0.105	5082	5102	0	stimulation
60.19	0.105	12039	12059	0	stimulation
60.57	0.105	12115	12135	0	stimulation
60.95	0.105	12191	12211	0	stimulation
61.33	0.105	12267	12287	0	stimulation
73.08	0.105	14617	14637	0	stimulation
73.46	0.105	14693	14713	0	stimulation
73.84	0.105	14769	14789	0	stimulation
74.22	0.105	14845	14865	0	stimulation
91.25	0.105	18251	18271	0	stimulation
91.63	0.105	18327	18347	0	stimulation
92.01	0.105	18403	18423	0	stimulation
92.39	0.105	18479	18499	0	stimulation
