onset	duration	begsample	endsample	offset	type
18.565	0.105	3714	3734	0	stimulation
18.945	0.105	3790	3810	0	stimulation
19.325	0.105	3866	3886	0	stimulation
19.705	0.105	3942	3962	0	stimulation
34.335	0.105	6868	6888	0	stimulation
34.715	0.105	6944	6964	0	stimulation
35.095	0.105	7020	7040	0	stimulation
35.475	0.105	7096	7116	0	stimulation
61.625	0.105	12326	12346	0	stimulation
72.09	0.105	14419	14439	0	stimulation
72.47	0.105	14495	14515	0	stimulation
72.85	0.105	14571	14591	0	stimulation
73.23	0.105	14647	14667	0	stimulation
83.54	0.105	16709	16729	0	stimulation
83.92	0.105	16785	16805	0	stimulation
84.3	0.105	16861	16881	0	stimulation
84.68	0.105	16937	16957	0	stimulation
