onset	duration	begsample	endsample	offset	type
8.325	0.105	1666	1686	0	stimulation
8.705	0.105	1742	1762	0	stimulation
9.085	0.105	1818	1838	0	stimulation
9.465	0.105	1894	1914	0	stimulation
26.175	0.105	5236	5256	0	stimulation
26.555	0.105	5312	5332	0	stimulation
26.935	0.105	5388	5408	0	stimulation
27.165	0.105	5434	5454	0	stimulation
61.625	0.105	12326	12346	0	stimulation
62.005	0.105	12402	12422	0	stimulation
62.385	0.105	12478	12498	0	stimulation
62.765	0.105	12554	12574	0	stimulation
85.395	0.105	17080	17100	0	stimulation
85.775	0.105	17156	17176	0	stimulation
86.155	0.105	17232	17252	0	stimulation
86.535	0.105	17308	17328	0	stimulation
