onset	duration	begsample	endsample	offset	type
59.985	0.105	11998	12018	0	stimulation
60.635	0.105	12128	12148	0	stimulation
61.285	0.105	12258	12278	0	stimulation
61.935	0.105	12388	12408	0	stimulation
75.07	0.105	15015	15035	0	stimulation
75.72	0.105	15145	15165	0	stimulation
76.37	0.105	15275	15295	0	stimulation
77.02	0.105	15405	15425	0	stimulation
78.315	0.105	15664	15684	0	stimulation
84.73	0.105	16947	16967	0	stimulation
85.38	0.105	17077	17097	0	stimulation
86.03	0.105	17207	17227	0	stimulation
86.68	0.105	17337	17357	0	stimulation
