onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
60.94	0.105	12189	12209	0	stimulation
61.945	0.105	12390	12410	0	stimulation
62.635	0.105	12528	12548	0	stimulation
63.635	0.105	12728	12748	0	stimulation
64.3299	0.105	12866.98	12886.98	0	stimulation
89.335	0.105	17868	17888	0	stimulation
90.34	0.105	18069	18089	0	stimulation
