onset	duration	begsample	endsample	offset	type
19.595	0.105	3920	3940	0	stimulation
20.565	0.105	4114	4134	0	stimulation
35.305	0.105	7062	7082	0	stimulation
35.955	0.105	7192	7212	0	stimulation
61.245	0.105	12250	12270	0	stimulation
61.895	0.105	12380	12400	0	stimulation
62.545	0.105	12510	12530	0	stimulation
62.89	0.105	12579	12599	0	stimulation
63.525	0.105	12706	12726	0	stimulation
86.905	0.105	17382	17402	0	stimulation
87.555	0.105	17512	17532	0	stimulation
88.205	0.105	17642	17662	0	stimulation
