onset	duration	begsample	endsample	offset	type
7.975	0.105	1596	1616	0	stimulation
8.625	0.105	1726	1746	0	stimulation
9.275	0.105	1856	1876	0	stimulation
9.925	0.105	1986	2006	0	stimulation
10.575	0.105	2116	2136	0	stimulation
29.155	0.105	5832	5852	0	stimulation
29.805	0.105	5962	5982	0	stimulation
30.455	0.105	6092	6112	0	stimulation
31.105	0.105	6222	6242	0	stimulation
31.755	0.105	6352	6372	0	stimulation
63.135	0.105	12628	12648	0	stimulation
63.785	0.105	12758	12778	0	stimulation
64.435	0.105	12888	12908	0	stimulation
65.085	0.105	13018	13038	0	stimulation
65.735	0.105	13148	13168	0	stimulation
