onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
31.04	0.105	6209	6229	0	stimulation
32.095	0.105	6420	6440	0	stimulation
33.15	0.105	6631	6651	0	stimulation
54.69	0.105	10939	10959	0	stimulation
55.745	0.105	11150	11170	0	stimulation
56.8	0.105	11361	11381	0	stimulation
57.855	0.105	11572	11592	0	stimulation
58.91	0.105	11783	11803	0	stimulation
77.89	0.105	15579	15599	0	stimulation
78.945	0.105	15790	15810	0	stimulation
80	0.105	16001	16021	0	stimulation
81.055	0.105	16212	16232	0	stimulation
82.11	0.105	16423	16443	0	stimulation
