onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
55.5	0.105	11101	11121	0	stimulation
56.505	0.105	11302	11322	0	stimulation
57.195	0.105	11440	11460	0	stimulation
58.195	0.105	11640	11660	0	stimulation
58.89	0.105	11779	11799	0	stimulation
77.815	0.105	15564	15584	0	stimulation
78.82	0.105	15765	15785	0	stimulation
79.51	0.105	15903	15923	0	stimulation
80.51	0.105	16103	16123	0	stimulation
81.205	0.105	16242	16262	0	stimulation
98.53	0.105	19707	19727	0	stimulation
