onset	duration	begsample	endsample	offset	type
1.905	0.105	382	402	0	stimulation
2.285	0.105	458	478	0	stimulation
2.825	0.105	566	586	0	stimulation
3.205	0.105	642	662	0	stimulation
22.155	0.105	4432	4452	0	stimulation
42.7	0.105	8541	8561	0	stimulation
43.08	0.105	8617	8637	0	stimulation
43.46	0.105	8693	8713	0	stimulation
43.84	0.105	8769	8789	0	stimulation
61.83	0.105	12367	12387	0	stimulation
62.21	0.105	12443	12463	0	stimulation
62.59	0.105	12519	12539	0	stimulation
62.97	0.105	12595	12615	0	stimulation
80.16	0.105	16033	16053	0	stimulation
80.54	0.105	16109	16129	0	stimulation
80.92	0.105	16185	16205	0	stimulation
81.3	0.105	16261	16281	0	stimulation
