onset	duration	begsample	endsample	offset	type
29.815	0.105	5964	5984	0	stimulation
30.785	0.105	6158	6178	0	stimulation
31.12	0.105	6225	6245	0	stimulation
32.085	0.105	6418	6438	0	stimulation
32.425	0.105	6486	6506	0	stimulation
61.56	0.105	12313	12333	0	stimulation
62.53	0.105	12507	12527	0	stimulation
63.5	0.105	12701	12721	0	stimulation
64.4699	0.105	12894.98	12914.98	0	stimulation
79.515	0.105	15904	15924	0	stimulation
80.485	0.105	16098	16118	0	stimulation
81.455	0.105	16292	16312	0	stimulation
89.49	0.105	17899	17919	0	stimulation
90.46	0.105	18093	18113	0	stimulation
91.43	0.105	18287	18307	0	stimulation
