onset	duration	begsample	endsample	offset	type
0.34	0.105	69	89	0	stimulation
15.395	0.105	3080	3100	0	stimulation
27.57	0.105	5515	5535	0	stimulation
28.22	0.105	5645	5665	0	stimulation
28.555	0.105	5712	5732	0	stimulation
29.2	0.105	5841	5861	0	stimulation
29.54	0.105	5909	5929	0	stimulation
62.19	0.105	12439	12459	0	stimulation
62.84	0.105	12569	12589	0	stimulation
63.49	0.105	12699	12719	0	stimulation
64.1399	0.105	12828.98	12848.98	0	stimulation
64.79	0.105	12959	12979	0	stimulation
78.565	0.105	15714	15734	0	stimulation
79.215	0.105	15844	15864	0	stimulation
79.865	0.105	15974	15994	0	stimulation
