onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.995	0.105	6400	6420	0	stimulation
32.69	0.105	6539	6559	0	stimulation
33.685	0.105	6738	6758	0	stimulation
54.22	0.105	10845	10865	0	stimulation
55.225	0.105	11046	11066	0	stimulation
56.23	0.105	11247	11267	0	stimulation
56.925	0.105	11386	11406	0	stimulation
57.93	0.105	11587	11607	0	stimulation
75.255	0.105	15052	15072	0	stimulation
76.26	0.105	15253	15273	0	stimulation
77.265	0.105	15454	15474	0	stimulation
77.96	0.105	15593	15613	0	stimulation
78.965	0.105	15794	15814	0	stimulation
