onset	duration	begsample	endsample	offset	type
12.255	0.105	2452	2472	0	stimulation
12.905	0.105	2582	2602	0	stimulation
13.555	0.105	2712	2732	0	stimulation
60.93	0.105	12187	12207	0	stimulation
61.58	0.105	12317	12337	0	stimulation
64.525	0.105	12906	12926	0	stimulation
65.175	0.105	13036	13056	0	stimulation
65.825	0.105	13166	13186	0	stimulation
66.475	0.105	13296	13316	0	stimulation
70.6	0.105	14121	14141	0	stimulation
71.25	0.105	14251	14271	0	stimulation
71.9	0.105	14381	14401	0	stimulation
