onset	duration	begsample	endsample	offset	type
15.98	0.105	3197	3217	0	stimulation
16.63	0.105	3327	3347	0	stimulation
17.28	0.105	3457	3477	0	stimulation
24.015	0.105	4804	4824	0	stimulation
24.665	0.105	4934	4954	0	stimulation
25.315	0.105	5064	5084	0	stimulation
25.965	0.105	5194	5214	0	stimulation
26.615	0.105	5324	5344	0	stimulation
27.59	0.105	5519	5539	0	stimulation
28.24	0.105	5649	5669	0	stimulation
63.135	0.105	12628	12648	0	stimulation
63.785	0.105	12758	12778	0	stimulation
64.435	0.105	12888	12908	0	stimulation
65.97	0.105	13195	13215	0	stimulation
66.38	0.105	13277	13297	0	stimulation
