onset	duration	begsample	endsample	offset	type
29.985	0.105	5998	6018	0	stimulation
30.99	0.105	6199	6219	0	stimulation
31.68	0.105	6337	6357	0	stimulation
32.68	0.105	6537	6557	0	stimulation
33.375	0.105	6676	6696	0	stimulation
59.98	0.105	11997	12017	0	stimulation
60.985	0.105	12198	12218	0	stimulation
61.675	0.105	12336	12356	0	stimulation
62.675	0.105	12536	12556	0	stimulation
63.37	0.105	12675	12695	0	stimulation
84.855	0.105	16972	16992	0	stimulation
85.86	0.105	17173	17193	0	stimulation
86.865	0.105	17374	17394	0	stimulation
87.56	0.105	17513	17533	0	stimulation
88.555	0.105	17712	17732	0	stimulation
